text_form	form	lemma	pos
մին՝	մին	մին	N+Com
ի	ի	ի	I+Prep
ծուլութենէ	ծուլութենէ	ծուլութիւն	N+Com
կամաց	կամաց	կամ (կամաց)	N+Com
մերոց,	մերոց	մեր	PRO+Pos1p
յորժամ	յորժամ	յորժամ	I+Conj
խորհի	խորհի	խորհիմ	V
զչարն։	զչարն	զ@չար@ն	I+Prep@A@PRO+Dem
Իսկ	իսկ	իսկ	I+Conj
ի	ի	ի	I+Prep
ստեղծուածն	ստեղծուածն	ստեղծուած@ն	N+Com@PRO+Dem
մեր	մեր	մեք	PRO+Per1p
չար	չար	չար	A
ոչ	ոչ	ոչ	I+Neg
է	է	եմ	V
յարարչէն	յարարչէն	ի@արարիչ@ն	I+Prep@N+Com@PRO+Dem
եդեալ,	եդեալ	դնեմ	V
զի	զի	զի	I+Conj
բարի	բարի	բարի	A
սերման	սերման	սերմն	N+Com
է	է	եմ	V
ցանող	ցանող	ցանող	N+Com
Տէրն։	տէրն	տէր@ն	N+Com@PRO+Dem
Այլ	այլ	այլ (եւ)	I+Conj
խորհուրդք	խորհուրդք	խորհուրդ	N+Com
պատառեն	պատառեն	պատառեմ	V
եւ	եւ	եւ	I+Conj
պատառին․	պատառին	պատառեմ	V
է՛	է	եմ	V
զի	զի	զի	I+Conj
չարն՝	չարն	չար@ն	A@PRO+Dem
զբարին,	զբարին	զ@բարի@ն	I+Prep@A@PRO+Dem
եւ	եւ	եւ	I+Conj
է՛	է	եմ	V
զի	զի	զի	I+Conj
բարին՝	բարին	բարի@ն	A@PRO+Dem
զչարն․	զչարն	զ@չար@ն	I+Prep@A@PRO+Dem
եւ	եւ	եւ	I+Conj
հոգին	հոգին	հոգի@ն	N+Com@PRO+Dem
յառաջին	յառաջին	ի@առաջին	I+Prep@NUM+Ord
խորհուրդն	խորհուրդն	խորհուրդ@ն	N+Com@PRO+Dem
հայի,	հայի	հայիմ	V
եւ	եւ	եւ	I+Conj
անտի	անտի	անտի (անտի)	I+Adv
դատէ	դատէ	դատեմ	V
զմեզ․	զմեզ	զ@մեք	I+Prep@PRO+Per1p
եւ	եւ	եւ	I+Conj
զոր	զոր	զ@որ	I+Prep@PRO+Rel
ասացի՝	ասացի	ասեմ	V
այսպիսի	այսպիսի	այսպիսի	A
է։	է	եմ	V
Եղեւ	եղեւ	եղանիմ	V
ինձ	ինձ	ես	PRO+Per1s
խորհուրդ	խորհուրդ	խորհուրդ	N+Com
վասն	վասն	վասն	I+Prep
աղքատսիրութեան,	աղքատսիրութեան	աղքատսիրութիւն	N+Com
եւ	եւ	եւ	I+Conj
փորձեմք	փորձեմք	փորձեմ	V
զնա։	զնա	զ@նա (նա)	I+Prep@PRO+Dem
Եղեւ	եղեւ	եղանիմ	V
ինձ	ինձ	ես	PRO+Per1s
կամք	կամք	կամ (կամաց)	N+Com
սնափառութեան,	սնափառութեան	սնափառութիւն	N+Com
եւ	եւ	եւ	I+Conj
եղեւ	եղեւ	եղանիմ	V
խորհուրդ	խորհուրդ	խորհուրդ	N+Com
աւտարսիրութեան՝	աւտարսիրութեան	աւտարսիրութիւն	N+Com
վասն	վասն	վասն	I+Prep
հաճոյից	հաճոյից	հաճոյ	A
մարդկան։	մարդկան	մարդիկ	N+Com
Այս՝	այս	այս (սա)	PRO+Dem
բարի	բարի	բարի	A
խորհրդով	խորհրդով	խորհուրդ	N+Com
պատառի,	պատառի	պատառեմ	V
յորժամ	յորժամ	յորժամ	I+Conj
վասն	վասն	վասն	I+Prep
Տեառն	տեառն	տէր	N+Com
խորհիմք	խորհիմք	խորհիմ	V
կատարել։	կատարել	կատարեմ	V
Եթէ	եթէ	եթե	I+Conj
բարի	բարի	բարի	A
գործովք	գործովք	գործ	N+Com
առաջին	առաջին	առաջին	NUM+Ord
խորհուրդն	խորհուրդն	խորհուրդ@ն	N+Com@PRO+Dem
արգելիմք	արգելիմք	արգելեմ	V
եւ	եւ	եւ	I+Conj
յերկրորդէն	յերկրորդէն	ի@երկրորդ@ն	I+Prep@NUM+Ord@PRO+Dem
փորձիմք,	փորձիմք	փորձեմ	V
զվարձն	զվարձն	զ@վարձ@ն	I+Prep@N+Com@PRO+Dem
առաջին	առաջին	առաջին	NUM+Ord
խորհրդոյն	խորհրդոյն	խորհուրդ@ն	N+Com@PRO+Dem
առնումք․	առնումք	առնում	V
զի	զի	զի	I+Conj
որդիք	որդիք	որդի	N+Com
Ադամայ	ադամայ	Ադամ	N+Ant
եմք,	եմք	եմ	V
եւ	եւ	եւ	I+Conj
ունիմք	ունիմք	ունիմ	V
պատերազմ	պատերազմ	պատերազմ	N+Com
ընդ	ընդ	ընդ	I+Prep
դեւսն։	դեւսն	դեւ@ն	N+Com@PRO+Dem
Խորհուրդ	խորհուրդ	խորհուրդ	N+Com
ունել	ունել	ունիմ	V
անապական՝	անապական	անապական	A
ոչ	ոչ	ոչ	I+Neg
կարեմք․	կարեմք	կարեմ	V
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
կարեմք	կարեմք	կարեմ	V
արգելուլ	արգելուլ	արգելում	V
զխորհուրդս	զխորհուրդս	զ@խորհուրդ	I+Prep@N+Com
չարին	չարին	չար@ն	A@PRO+Dem
ի	ի	ի	I+Prep
բուսանելոյ,	բուսանելոյ	բուսանիմ	V
զի	զի	զի	I+Conj
սակաւ	սակաւ	սակաւ	A
է	է	եմ	V
ի	ի	ի	I+Prep
մեզ	մեզ	մեք	PRO+Per1p
բարին։	բարին	բարի@ն	A@PRO+Dem
Եւ	եւ	եւ	I+Conj
թէ	թէ	եթե	I+Conj
յերկարէ	յերկարէ	յերկարեմ	V
մտաւք	մտաւք	միտ	N+Com
եւ	եւ	եւ	I+Conj
ունիցի	ունիցի	ունիմ	V
խորհուրդս	խորհուրդս	խորհուրդ	N+Com
սրագոյնս,	սրագոյնս	սրագոյն	A
ի	ի	ի	I+Prep
տեղի	տեղի	տեղի	N+Com
հատանելոյն	հատանելոյն	հատանեմ@ն	V@PRO+Dem
կացցէ․	կացցէ	կամ (կալ)	V
եւ	եւ	եւ	I+Conj
առ	առ	առ (ի)	I+Prep
նա	նա	նա (նա)	PRO+Dem
լիցի	լիցի	լինիմ	V
գործ	գործ	գործ	N+Com
մարդոյն։	մարդոյն	մարդ@ն	N+Com@PRO+Dem
Մելինեայ	մելինեայ	Մելինէ	N+Ant
Իննեւտասներորդ	իննեւտասներորդ	իննեւտասներորդ	NUM+Ord
Յոյժ	յոյժ	յոյժ	I+Adv
զուարճացոյց	զուարճացոյց	զուարճացուցանեմ	V
զմեզ	զմեզ	զ@մեք	I+Prep@PRO+Per1p
թուղթքս	թուղթքս	թուղթ@ս	N+Com@PRO+Dem
քո	քո	դու	PRO+Per2s
ի	ի	ի	I+Prep
բազում	բազում	բազում	A
նեղութիւնս	նեղութիւնս	նեղութիւն	N+Com
մեր․	մեր	մեք	PRO+Per1p
այլ	այլ	այլ (եւ)	I+Conj
տացէ	տացէ	տամ	V
քեզ	քեզ	դու	PRO+Per2s
Տէր	տէր	տէր	N+Com
ողորմութիւն	ողորմութիւն	ողորմութիւն	N+Com
յաւուրն	յաւուրն	ի@աւր@ն	I+Prep@N+Com@PRO+Dem
յետնում,	յետնում	յետին	A
որովհետեւ	որովհետեւ	որովհետեւ	I+Conj
յիշեցեր	յիշեցեր	յիշեմ	V
զխոնարհքս	զխոնարհքս	զ@խոնարհ@ս	I+Prep@A@PRO+Dem
եւ	եւ	եւ	I+Conj
զմեղուցեալքս։	զմեղուցեալքս	զ@մեղուցանեմ@ս	I+Prep@V@PRO+Dem
Զի	զի	զի	I+Conj
ինչ	ինչ	ինչ (իրիք)	PRO+Ind
որ	որ	որ	PRO+Rel
վայել	վայել	վայել	N+Com
է	է	եմ	V
ոչ	ոչ	ոչ	I+Neg
ունիմք․	ունիմք	ունիմ	V
այլ	այլ	այլ (եւ)	I+Conj
կամի	կամի	կամիմ	V
տալ	տալ	տամ	V
լաւ	լաւ	լաւ	A
ինչ	ինչ	ինչ (իրիք)	PRO+Ind
հեզ	հեզ	հեզ	A
կուսին,	կուսին	կոյս@ն	A@PRO+Dem
որ	որ	որ	PRO+Rel
հաճոյ	հաճոյ	հաճոյ	A
է	է	եմ	V
կենաց	կենաց	կեանք	N+Com
նորա․	նորա	նա (նա)	PRO+Dem
բայց	բայց	բայց	I+Conj
ճարտարապետութիւն	ճարտարապետութիւն	ճարտարապետութիւն	N+Com
փութով	փութով	փոյթ	N+Com
ոչ	ոչ	ոչ	I+Neg
եթող։	եթող	թողում	V
Այլ	այլ	այլ (եւ)	I+Conj
այն	այն	այն	PRO+Dem
որ	որ	որ	PRO+Rel
առաջի	առաջի	առաջի	I+AdvPr
մեր	մեր	մեք	PRO+Per1p
է՝	է	եմ	V
Տերամբ	տերամբ	տեր	N+Com
լիցի,	լիցի	լինիմ	V
եւ	եւ	եւ	I+Conj
աւանդեցաք	աւանդեցաք	աւանդեմ	V
զմեզ	զմեզ	զ@մեք	I+Prep@PRO+Per1p
նմա․	նմա	նա (նա)	PRO+Dem
եւ	եւ	եւ	I+Conj
ասացաք	ասացաք	ասեմ	V
կուսին՝	կուսին	կոյս@ն	A@PRO+Dem
կալ	կալ	կամ (կալ)	V
ընդ	ընդ	ընդ	I+Prep
Տեառն	տեառն	տէր	N+Com
յաւիտեան	յաւիտեան	յաւիտեան	N+Com
աղաւթիւք,	աղաւթիւք	աղաւթք	N+Com
զի	զի	զի	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
հեղձցի	հեղձցի	հեղձանեմ	V
բանն	բանն	բան@ն	N+Com@PRO+Dem
Տեառն	տեառն	տէր	N+Com
որ	որ	որ	PRO+Rel
կայ	կայ	կամ (կալ)	V
ի	ի	ի	I+Prep
մեզ,	մեզ	մեք	PRO+Per1p
եւ	եւ	եւ	I+Conj
կատարի	կատարի	կատարեմ	V
ի	ի	ի	I+Prep
զաւրութեանց	զաւրութեանց	զաւրութիւն	N+Com
մերոց	մերոց	մեր	PRO+Pos1p
եւ	եւ	եւ	I+Conj
ի	ի	ի	I+Prep
գործոց	գործոց	գործ	N+Com
գաղտնեաց	գաղտնեաց	գաղտնի	A
առաքինութեան	առաքինութեան	առաքինութիւն	N+Com
մերոյ,	մերոյ	մեր	PRO+Pos1p
եւ	եւ	եւ	I+Conj
ցուցանէ	ցուցանէ	ցուցանեմ	V
մեզ	մեզ	մեք	PRO+Per1p
զՀայրն	զհայրն	զ@հայր@ն	I+Prep@N+Com@PRO+Dem
գաղտնի	գաղտնի	գաղտնի	A
եւ	եւ	եւ	I+Conj
զարարիչն։	զարարիչն	զ@արարիչ@ն	I+Prep@N+Com@PRO+Dem
Եւագրեայ	եւագրեայ	Եւագրիոս	N+Ant
Քսաներորդ	քսաներորդ	քսաներորդ	NUM+Ord
Ընդունելի	ընդունելի	ընդունելի	A
են	են	եմ	V
առ	առ	առ (ի)	I+Prep
իս	իս	ես	PRO+Per1s
կամքդ	կամքդ	կամ (կամաց)@դ	N+Com@PRO+Dem
քո,	քո	դու	PRO+Per2s
ուսումնասէր,	ուսումնասէր	ուսումնասէր	A
եւ	եւ	եւ	I+Conj
խնդամ	խնդամ	խնդամ	V
ընդ	ընդ	ընդ	I+Prep
յառաջադիմութիւնդ	յառաջադիմութիւնդ	յառաջադիմութիւն@դ	N+Com@PRO+Dem
քո․	քո	դու	PRO+Per2s
զի	զի	զի	I+Conj
յարկանել	յարկանել	ի@արկանեմ	I+Prep@V
զձեռն	զձեռն	զ@ձեռն	I+Prep@N+Com
քո	քո	դու	PRO+Per2s
ընդ	ընդ	ընդ	I+Prep
մաճով,	մաճով	մաճ	N+Com
ոչ	ոչ	ոչ	I+Neg
դարձար	դարձար	դառնամ	V
յետս՝	յետս	յետս	I+Adv
խնդրել	խնդրել	խնդրեմ	V
զապականեալ	զապականեալ	զ@ապականեմ	I+Prep@V
աշխարհս․	աշխարհս	աշխարհ@ս	N+Com@PRO+Dem
այլ	այլ	այլ (եւ)	I+Conj
փութաս	փութաս	փութամ	V
առնուլ	առնուլ	առնում	V
զպսակն	զպսակն	զ@պսակ@ն	I+Prep@N+Com@PRO+Dem
արդարութեան,	արդարութեան	արդարութիւն	N+Com
տեսանել	տեսանել	տեսանեմ	V
զփեսայն	զփեսայն	զ@փեսայ@ն	I+Prep@N+Com@PRO+Dem
Քրիստոս,	քրիստոս	Քրիստոս	N+Ant
զոր	զոր	զ@որ	I+Prep@PRO+Rel
խնդրես	խնդրես	խնդրեմ	V
բարի	բարի	բարի	A
գործովք․	գործովք	գործ	N+Com
զի	զի	զի	I+Conj
գործով	գործով	գործ	N+Com
խնդրի	խնդրի	խնդրեմ	V
նա,	նա	նա (նա)	PRO+Dem
զի	զի	զի	I+Conj
ոչ	ոչ	ոչ	I+Neg
ոք	ոք	ոք	PRO+Ind
գործէ	գործէ	գործեմ	V
չար,	չար	չար	A
եւ	եւ	եւ	I+Conj
խնդրէ	խնդրէ	խնդրեմ	V
արդարութիւն․	արդարութիւն	արդարութիւն	N+Com
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
ատելութեամբ	ատելութեամբ	ատելութիւն	N+Com
ընկերին՝	ընկերին	ընկեր@ն	N+Com@PRO+Dem
խնդրի	խնդրի	խնդրեմ	V
սէր,	սէր	սէր	N+Com
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
սուտ	սուտ	սուտ	A
խաւսիւք	խաւսիւք	խաւս	N+Com
գտցի	գտցի	գտանեմ	V
ճշմարտութիւն․	ճշմարտութիւն	ճշմարտութիւն	N+Com
զի	զի	զի	I+Conj
ուղիղ	ուղիղ	ուղիղ	A
հաւատով	հաւատով	հաւատ	N+Com
եւ	եւ	եւ	I+Conj
բարի	բարի	բարի	A
գործովք	գործովք	գործ	N+Com
գտցի	գտցի	գտանեմ	V
Տէր։	տէր	տէր	N+Com
Եւ	եւ	եւ	I+Conj
ուսուցանէ	ուսուցանէ	ուսուցանեմ	V
թուղթդ՝	թուղթդ	թուղթ@դ	N+Com@PRO+Dem
զոր	զոր	զ@որ	I+Prep@PRO+Rel
առաքեցաք,	առաքեցաք	առաքեմ	V
որ	որ	որ	PRO+Rel
ցուցանէ	ցուցանէ	ցուցանեմ	V
քեզ	քեզ	դու	PRO+Per2s
նուրբ	նուրբ	նուրբ	A
իմաստս․	իմաստս	իմաստ	N+Com
ապա	ապա	ապա	I+Adv
հետեւի	հետեւի	հետեւեմ	V
յարքայութիւն	յարքայութիւն	ի@արքայութիւն	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
յարդարութիւն	յարդարութիւն	ի@արդարութիւն	I+Prep@N+Com
ընդ	ընդ	ընդ	I+Prep
գործողին։	գործողին	գործող@ն	N+Com@PRO+Dem
Եւագրեայ	եւագրեայ	Եւագրիոս	N+Ant
Քսաներորդ	քսաներորդ	քսաներորդ	NUM+Ord
Առաջներորդ	առաջներորդ	առաջներորդ	NUM+Ord
Երկոքին	երկոքին	երկոքին	N+Com
ի	ի	ի	I+Prep
կարիս	կարիս	կարիք	N+Com
եմք	եմք	եմ	V
մխիթարութեան,	մխիթարութեան	մխիթարութիւն	N+Com
եղբայր	եղբայր	եղբայր	N+Com
Եւստաթիէ,	եւստաթիէ	Եւստաթիոս	N+Ant
որ	որ	որ	PRO+Rel
թողաք	թողաք	թողում	V
զհայրենիսն	զհայրենիսն	զ@հայրենի@ն	I+Prep@A@PRO+Dem
մեր	մեր	մեք	PRO+Per1p
եւ	եւ	եւ	I+Conj
եաք	եաք	եմ	V
կարեաւք	կարեաւք	կարիք	N+Com
լի։	լի	լի	A
Գիտես	գիտես	գիտեմ	V
թէ	թէ	եթե	I+Conj
որպէս	որպէս	որպէս	I+Conj
սիրէր	սիրէր	սիրեմ	V
զմեզ	զմեզ	զ@մեք	I+Prep@PRO+Per1p
երանելին՝	երանելին	երանելի@ն	A@PRO+Dem
ի	ի	ի	I+Prep
միջնորդելն	միջնորդելն	միջնորդեմ@ն	V@PRO+Dem
իւրում	իւրում	իւր (իւրոց)	PRO+Pos3
սիրով	սիրով	սէր	N+Com
մեզ․	մեզ	մեք	PRO+Per1p
եւ	եւ	եւ	I+Conj
արդ	արդ	արդ	I+Adv
հաւատամ	հաւատամ	հաւատամ	V
որ	որ	որ	PRO+Rel
ետ	ետ	տամ	V
քեզ	քեզ	դու	PRO+Per2s
Տէր	տէր	տէր	N+Com
հայր	հայր	հայր	N+Com
զսուրբն	զսուրբն	զ@սուրբ@ն	I+Prep@A@PRO+Dem
Աթանաս,	աթանաս	Աթանաս	N+Ant
բաւական	բաւական	բաւական	A
քեզ	քեզ	դու	PRO+Per2s
ի	ի	ի	I+Prep
մխիթարութիւն,	մխիթարութիւն	մխիթարութիւն	N+Com
եւ	եւ	եւ	I+Conj
բաւական	բաւական	բաւական	A
խնդրել	խնդրել	խնդրեմ	V
վասն	վասն	վասն	I+Prep
մեղաց	մեղաց	մեղ	N+Com
մերոց	մերոց	մեր	PRO+Pos1p
թողութեան։	թողութեան	թողութիւն	N+Com
Եւ	եւ	եւ	I+Conj
արդ	արդ	արդ	I+Adv
ուրախ	ուրախ	ուրախ	A
եղաք	եղաք	եղանիմ	V
ի	ի	ի	I+Prep
սուրբ	սուրբ	սուրբ	A
թուղթն	թուղթն	թուղթ@ն	N+Com@PRO+Dem
քո,	քո	դու	PRO+Per2s
եւ	եւ	եւ	I+Conj
ցուցաւ	ցուցաւ	ցուցանեմ	V
սէր	սէր	սէր	N+Com
քո	քո	դու	PRO+Per2s
ի	ի	ի	I+Prep
մեզ․	մեզ	մեք	PRO+Per1p
տացէ	տացէ	տամ	V
քեզ	քեզ	դու	PRO+Per2s
Տէր	տէր	տէր	N+Com
ըստ	ըստ	ըստ	I+Prep
սրտի	սրտի	սիրտ	N+Com
քում,	քում	քո	PRO+Pos2s
եւ	եւ	եւ	I+Conj
զամենայն	զամենայն	զ@ամենայն	I+Prep@PRO+Ind
խորհուրդս	խորհուրդս	խորհուրդ	N+Com
քո	քո	դու	PRO+Per2s
նա	նա	նա (նա)	PRO+Dem
կատարեսցէ,	կատարեսցէ	կատարեմ	V
զի	զի	զի	I+Conj
հաճոյացաք	հաճոյացաք	հաճոյանամ	V
քեզ	քեզ	դու	PRO+Per2s
ի	ի	ի	I+Prep
Տէր։	տէր	տէր	N+Com
Նորին	նորին	նոյն	PRO+Dem
Եւագրեայ	եւագրեայ	Եւագրիոս	N+Ant
Խրատ	խրատ	խրատ	N+Com
Վասն	վասն	վասն	I+Prep
Կուսանաց	կուսանաց	կուսան	N+Com
Քսաներորդ	քսաներորդ	քսաներորդ	NUM+Ord
Երկրորդ	երկրորդ	երկրորդ	NUM+Ord
Սիրեա՛	սիրեա	սիրեմ	V
զսէրն	զսէրն	զ@սէր@ն	I+Prep@N+Com@PRO+Dem
Քրիստոս,	քրիստոս	Քրիստոս	N+Ant
եւ	եւ	եւ	I+Conj
սիրեա՛ց	սիրեաց	սիրեմ	V
ի	ի	ի	I+Prep
նմանէ․	նմանէ	նա (նա)	PRO+Dem
վաստակեա՛	վաստակեա	վաստակեմ	V
նմա	նմա	նա (նա)	PRO+Dem
եւ	եւ	եւ	I+Conj
լուսաւորէ	լուսաւորէ	լուսաւորեմ	V
զքեզ։	զքեզ	զ@դու	I+Prep@PRO+Per2s
Պատուեա՛	պատուեա	պատուեմ	V
զմայր	զմայր	զ@մայր	I+Prep@N+Com
քո՝	քո	դու	PRO+Per2s
իբրեւ	իբրեւ	իբրեւ	I+Conj
զմայր	զմայր	զ@մայր	I+Prep@N+Com
Քրիստոսի․	քրիստոսի	Քրիստոս	N+Ant
եւ	եւ	եւ	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
դառնացուցաներ	դառնացուցաներ	դառնացուցանեմ	V
զծերութիւն,	զծերութիւն	զ@ծերութիւն	I+Prep@N+Com
որ	որ	որ	PRO+Rel
ծնաւ	ծնաւ	ծնանիմ	V
զքեզ։	զքեզ	զ@դու	I+Prep@PRO+Per2s
Մեծարեա	մեծարեա	մեծարեմ	V
զքորս	զքորս	զ@քոյր	I+Prep@N+Com
քո	քո	դու	PRO+Per2s
իբրեւ	իբրեւ	իբրեւ	I+Conj
զդստերս	զդստերս	զ@դուստր	I+Prep@N+Com
մաւր	մաւր	մայր	N+Com
քոյ,	քոյ	քո	PRO+Pos2s
եւ	եւ	եւ	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
թողուր	թողուր	թողում	V
զճանապարհն	զճանապարհն	զ@ճանապարհ@ն	I+Prep@N+Com@PRO+Dem
խաղաղութեան։	խաղաղութեան	խաղաղութիւն	N+Com
Արեգակն	արեգակն	արեգակն	N+Com
ի	ի	ի	I+Prep
ծագելն	ծագելն	ծագեմ@ն	V@PRO+Dem
իւրում	իւրում	իւր (իւրոց)	PRO+Pos3
գտցէ	գտցէ	գտանեմ	V
զգիրս	զգիրս	զ@գիր	I+Prep@N+Com
ի	ի	ի	I+Prep
ձեռս	ձեռս	ձեռն	N+Com
քո,	քո	դու	PRO+Per2s
եւ	եւ	եւ	I+Conj
յերկրորդ	յերկրորդ	ի@երկրորդ	I+Prep@NUM+Ord
ժամուն՝	ժամուն	ժամ@ն	N+Com@PRO+Dem
զվաստակ	զվաստակ	զ@վաստակ	I+Prep@N+Com
գործոյն․	գործոյն	գործ@ն	N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
զաղաւթսն	զաղաւթսն	զ@աղաւթք@ն	I+Prep@N+Com@PRO+Dem
արա՛	արա	առնեմ	V
յամենայն	յամենայն	ի@ամենայն	I+Prep@PRO+Ind
ժամ,	ժամ	ժամ	N+Com
եւ	եւ	եւ	I+Conj
յիշեա՛	յիշեա	յիշեմ	V
զծնողն	զծնողն	զ@ծնող@ն	I+Prep@N+Com@PRO+Dem
քո	քո	դու	PRO+Per2s
Քրիստոս։	քրիստոս	Քրիստոս	N+Ant
Ի	ի	ի	I+Prep
դիմաց	դիմաց	դէմ	N+Com
արանց	արանց	այր (արանց)	N+Com
փախի՛ր,	փախիր	փախչիմ	V
զի	զի	զի	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
որոգայթեսցիս․	որոգայթեսցիս	որոգայթեմ	V
ունիս	ունիս	ունիմ	V
զՔրիստոս,	զքրիստոս	զ@Քրիստոս	I+Prep@N+Ant
զայլսն	զայլսն	զ@այլ (այլոց)@ն	I+Prep@A@PRO+Dem
ընկեա՛	ընկեա	ընկենում	V
ի	ի	ի	I+Prep
քէն,	քէն	դու	PRO+Per2s
եւ	եւ	եւ	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
ապրիր	ապրիր	ապրիմ	V
նախատանաւք։	նախատանաւք	նախատանք	N+Com
Զսաստ	զսաստ	զ@սաստ	I+Prep@N+Com
հեռացո՛	հեռացո	հեռացուցանեմ	V
ի	ի	ի	I+Prep
քէն,	քէն	դու	PRO+Per2s
եւ	եւ	եւ	I+Conj
ոխ	ոխ	ոխ	N+Com
մի՛	մի	մի (ոչ)	I+Neg
մտցէ	մտցէ	մտանեմ	V
առ	առ	առ (ի)	I+Prep
քեզ։	քեզ	դու	PRO+Per2s
Մի՛	մի	մի (ոչ)	I+Neg
ասեր՝	ասեր	ասեմ	V
այսաւր	այսաւր	այսաւր	I+Adv
կերայց,	կերայց	ուտեմ	V
եւ	եւ	եւ	I+Conj
վաղիւ՝	վաղիւ	վաղիւ	I+Adv
ոչ․	ոչ	ոչ	I+Neg
զի	զի	զի	I+Conj
առնէ	առնէ	առնեմ	V
քեզ	քեզ	դու	PRO+Per2s
ցաւ	ցաւ	ցաւ	N+Com
ի	ի	ի	I+Prep
ստամոքս,	ստամոքս	ստամոքս	N+Com
եւ	եւ	եւ	I+Conj
թերութիւն	թերութիւն	թերութիւն	N+Com
ի	ի	ի	I+Prep
գործս․	գործս	գործ	N+Com
